,0,1
2270,쯩,2.1371126e-05
2271,촛점,2.1371126e-05
2272,아작,2.1370415e-05
2273,덕택,2.1370312e-05
2274,려고,2.1370312e-05
2275,처참,2.1369056e-05
2276,후퇴,2.1369056e-05
2277,래인,2.1369056e-05
2278,환상,2.1369007e-05
2279,바짝,2.1368909e-05
2280,타이밍,2.1365302e-05
2281,진작,2.136456e-05
2282,접속,2.1364382e-05
2283,은행강도,2.1364376e-05
2284,괴도,2.1364374e-05
2285,루팡,2.1364374e-05
2286,목격,2.1364334e-05
2287,산책로,2.1363949e-05
2288,노총,2.1363629e-05
2289,법적대응,2.1363623e-05
2290,당파싸움,2.136244e-05
2291,자제,2.1361753e-05
2292,선의,2.1361675e-05
2293,연세,2.1361673e-05
2294,강구,2.1361673e-05
2295,대질,2.135864e-05
2296,중하,2.1357444e-05
2297,오즘,2.1356374e-05
2298,쪽수,2.1355238e-05
2299,최후,2.1352997e-05
2300,피난,2.1352927e-05
2301,긴급,2.1352927e-05
2302,사고뭉치,2.1352927e-05
2303,혈연,2.1352927e-05
2304,창설,2.1351148e-05
2305,사기죄,2.1351128e-05
2306,축제,2.1350816e-05
2307,확립,2.1350117e-05
2308,조직폭력,2.1350117e-05
2309,거래,2.1348342e-05
2310,놀,2.1347383e-05
2311,마당,2.1347245e-05
2312,음으로,2.1347241e-05
2313,애도,2.134724e-05
2314,증설,2.1346814e-05
2315,부서,2.1346814e-05
2316,상해죄,2.1346617e-05
2317,외치,2.1346352e-05
2318,취미,2.134615e-05
2319,퇴근,2.1346146e-05
2320,일주일,2.1343094e-05
2321,말장난,2.1343083e-05
2322,소급,2.1343078e-05
2323,업종,2.1343074e-05
2324,현혹,2.1343074e-05
2325,미물,2.1343074e-05
2326,두번째,2.1343074e-05
2327,겨우,2.134112e-05
2328,유투브,2.134106e-05
2329,겨냥,2.1341042e-05
2330,방편,2.1341035e-05
2331,일괄,2.1341035e-05
2332,택시,2.1340693e-05
2333,골목길,2.1340682e-05
2334,핸드폰,2.1340677e-05
2335,대도시,2.1340677e-05
2336,동일,2.1340675e-05
2337,개요,2.1340673e-05
2338,수천,2.1340673e-05
2339,비건,2.1340673e-05
2340,다윗,2.1340673e-05
2341,농로길,2.1340673e-05
2342,오솔길,2.1340673e-05
2343,지갑,2.1340673e-05
2344,추행,2.1340673e-05
2345,숲속,2.1340673e-05
2346,중간,2.1339929e-05
2347,선우,2.133979e-05
2348,단문,2.1339787e-05
2349,똘끼,2.1339787e-05
2350,귀머거리,2.1339787e-05
2351,경상수지,2.1339787e-05
2352,청력,2.1339787e-05
2353,프런트,2.1339787e-05
2354,꼭두각시,2.1339787e-05
2355,발찌,2.1339398e-05
2356,불안감,2.133939e-05
2357,연일,2.1339381e-05
2358,전자,2.1339381e-05
2359,강경,2.1339381e-05
2360,마이너스,2.1339365e-05
2361,장창,2.1337122e-05
2362,만들기,2.1332346e-05
2363,이분법,2.1332338e-05
2364,개개인,2.132973e-05
2365,세무사,2.1329724e-05
2366,보험료,2.1329719e-05
2367,부가세,2.1329717e-05
2368,대리인,2.1329717e-05
2369,지방세,2.1329717e-05
2370,자동차세,2.1329717e-05
2371,취득세,2.1329717e-05
2372,아나운서,2.1328273e-05
2373,우상화,2.132646e-05
2374,고장,2.1326267e-05
2375,무직,2.1326261e-05
2376,어째서,2.1326254e-05
2377,고립,2.1326252e-05
2378,노트,2.132625e-05
2379,대뇌,2.132625e-05
2380,불운,2.132625e-05
2381,피질,2.132625e-05
2382,도,2.1323933e-05
2383,앵커,2.1322889e-05
2384,곧바로,2.1321619e-05
2385,도하,2.1320848e-05
2386,날씨,2.1319865e-05
2387,젠,2.131914e-05
2388,언론노조,2.1317883e-05
2389,통지,2.1315347e-05
2390,언급,2.131526e-05
2391,남발,2.1312455e-05
2392,여태,2.1312417e-05
2393,몰리,2.1311425e-05
2394,댐,2.1311424e-05
2395,마트,2.1311418e-05
2396,부근,2.1311418e-05
2397,시스템,2.1310569e-05
2398,도움,2.1310296e-05
2399,득,2.130962e-05
2400,중단,2.1309614e-05
2401,이지메,2.1309608e-05
2402,상권,2.1309608e-05
2403,용납,2.1309608e-05
2404,일본말,2.1309608e-05
2405,윤미향,2.1308637e-05
2406,김예령,2.1306196e-05
2407,기자회견,2.1306196e-05
2408,자감,2.1306196e-05
2409,템데,2.1306076e-05
2410,변경,2.1305075e-05
2411,수완,2.1303596e-05
2412,불의,2.1303304e-05
2413,검,2.1302325e-05
2414,결정,2.1301754e-05
2415,교도,2.1300672e-05
2416,상해,2.1299777e-05
2417,편성,2.1299153e-05
2418,더욱,2.129883e-05
2419,일삼,2.1297968e-05
2420,거듭,2.1295098e-05
2421,처우,2.129478e-05
2422,대통,2.1291926e-05
2423,다른,2.1291242e-05
2424,임기,2.1290682e-05
2425,권리,2.129005e-05
2426,국방,2.1290012e-05
2427,찬양,2.1289847e-05
2428,축소,2.1289727e-05
2429,우려,2.1288897e-05
2430,도구,2.1287775e-05
2431,김건희,2.1287164e-05
2432,멋대로,2.1287091e-05
2433,잡범,2.128543e-05
2434,개조,2.1284719e-05
2435,일방,2.1284652e-05
2436,솔,2.1284293e-05
2437,덕,2.1283533e-05
2438,멍,2.128277e-05
2439,방송국,2.1282638e-05
2440,알박기,2.128258e-05
2441,캠프,2.128247e-05
2442,송이,2.1281956e-05
2443,행세,2.1281652e-05
2444,통속,2.1281638e-05
2445,잉,2.1281327e-05
2446,법인,2.1281141e-05
2447,한가지,2.1281068e-05
2448,은행,2.1280619e-05
2449,청소,2.1280297e-05
2450,주,2.1280208e-05
2451,어제,2.1280073e-05
2452,견,2.1280011e-05
2453,전형,2.1279919e-05
2454,기간,2.1279904e-05
2455,성범죄자,2.1279902e-05
2456,교체,2.1279777e-05
2457,국격,2.1279686e-05
2458,파탄,2.1279675e-05
2459,총선,2.1279617e-05
2460,마지막,2.1279397e-05
2461,지리,2.1279178e-05
2462,기사,2.1279087e-05
2463,쌍,2.1279026e-05
2464,집값,2.1279016e-05
2465,단지,2.1278842e-05
2466,무능,2.1278842e-05
2467,천공,2.1278838e-05
2468,실험,2.1278835e-05
2469,용이,2.1278793e-05
2470,지속,2.1278729e-05
2471,문,2.1278633e-05
2472,찍,2.1278567e-05
2473,보나마나,2.1278487e-05
2474,몇몇,2.1278462e-05
2475,원숭이,2.1278456e-05
2476,근거,2.1278403e-05
2477,자립,2.1278393e-05
2478,소굴,2.1278369e-05
2479,행태,2.1278262e-05
2480,방향,2.1278243e-05
2481,이력,2.127824e-05
2482,술처,2.1278223e-05
2483,노태우,2.1278209e-05
2484,유죄,2.1278156e-05
2485,정도,2.1278145e-05
2486,직,2.1278025e-05
2487,작태,2.1278007e-05
2488,막,2.1277969e-05
2489,자식,2.1277941e-05
2490,친일파,2.1277925e-05
2491,자리,2.1277916e-05
2492,칼부림,2.1277912e-05
2493,그날,2.127787e-05
2494,독재,2.1277814e-05
2495,곧,2.1277718e-05
2496,유명무실,2.1277658e-05
2497,서서,2.1277514e-05
2498,양평,2.1277508e-05
2499,동시,2.127748e-05
2500,주로,2.1277472e-05
2501,달이,2.127746e-05
2502,썩,2.1277448e-05
2503,환영,2.1277421e-05
2504,소년원,2.1277414e-05
2505,갇,2.1277352e-05
2506,성별,2.1277338e-05
2507,열매,2.1277314e-05
2508,경찰청장,2.127731e-05
2509,점령,2.1277268e-05
2510,고,2.1277245e-05
2511,공정,2.127723e-05
2512,무치,2.1277194e-05
2513,좀비,2.1277192e-05
2514,후안,2.1277185e-05
2515,당사자,2.1277156e-05
2516,작가,2.127705e-05
2517,주인,2.1277048e-05
2518,분리,2.1276997e-05
2519,인양,2.127697e-05
2520,여기,2.1276954e-05
2521,정말,2.1276905e-05
2522,편향,2.127684e-05
2523,심각,2.1276828e-05
2524,몫,2.1276803e-05
2525,청산,2.127678e-05
2526,둘,2.1276774e-05
2527,무,2.1276757e-05
2528,보,2.1276734e-05
2529,그때,2.1276606e-05
2530,거세,2.127659e-05
2531,검찰총장,2.1276548e-05
2532,뇌교육,2.127654e-05
2533,진정,2.1276523e-05
2534,내년,2.1276504e-05
2535,강력,2.1276468e-05
2536,네,2.127643e-05
2537,임,2.1276423e-05
2538,대다수,2.1276388e-05
2539,잉여인간,2.1276375e-05
2540,중립,2.1276344e-05
2541,대낮,2.127632e-05
2542,장갑차,2.1276319e-05
2543,앞,2.1276304e-05
2544,게다,2.1276279e-05
2545,문재인,2.1276248e-05
2546,거품,2.1276242e-05
2547,출산,2.1276224e-05
2548,한국인,2.12762e-05
2549,오직,2.1276193e-05
2550,언어,2.127618e-05
2551,채널,2.1276146e-05
2552,비판,2.1276128e-05
2553,탓,2.1276108e-05
2554,저주,2.127609e-05
2555,원칙,2.127605e-05
2556,치기,2.127604e-05
2557,그동안,2.1276006e-05
2558,찌라시,2.1275986e-05
2559,기자,2.1275984e-05
2560,리,2.1275977e-05
2561,종북,2.127597e-05
2562,구조,2.1275957e-05
2563,제,2.1275911e-05
2564,불법,2.1275891e-05
2565,보라,2.1275875e-05
2566,마음대로,2.1275862e-05
2567,변호사,2.1275842e-05
2568,관종,2.1275837e-05
2569,매우,2.1275837e-05
2570,눈,2.1275819e-05
2571,웃기,2.1275811e-05
2572,우두머리,2.127575e-05
2573,시대,2.1275726e-05
2574,반대,2.1275711e-05
2575,평,2.1275706e-05
2576,꼭,2.1275651e-05
2577,건가,2.127564e-05
2578,명,2.1275619e-05
2579,이태원,2.1275599e-05
2580,경상도,2.1275586e-05
2581,편파,2.127558e-05
2582,보도,2.1275577e-05
2583,뜻,2.127555e-05
2584,판새,2.1275542e-05
2585,인식,2.1275542e-05
2586,역사,2.1275539e-05
2587,감성,2.1275522e-05
2588,면,2.1275522e-05
2589,집권,2.12755e-05
2590,저기,2.1275477e-05
2591,여권,2.1275473e-05
2592,더도,2.127544e-05
2593,수도,2.1275431e-05
2594,점점,2.127543e-05
2595,박멸,2.1275417e-05
2596,파리목숨,2.1275395e-05
2597,출신,2.1275351e-05
2598,디씨,2.1275344e-05
2599,신림동,2.1275304e-05
2600,미수,2.12753e-05
2601,기회,2.1275297e-05
2602,민주화,2.1275286e-05
2603,개딸,2.127527e-05
2604,주사파,2.1275266e-05
2605,울면,2.1275238e-05
2606,고글,2.1275231e-05
2607,소리,2.1275211e-05
2608,디시,2.1275193e-05
2609,고소,2.1275193e-05
2610,침묵,2.1275184e-05
2611,대한,2.127518e-05
2612,무법천지,2.1275177e-05
2613,세력,2.1275144e-05
2614,무얼,2.1275144e-05
2615,뭔가,2.127511e-05
2616,상식,2.12751e-05
2617,여자,2.1275086e-05
2618,지구,2.127508e-05
2619,자막,2.1275078e-05
2620,형량,2.127506e-05
2621,야권,2.127504e-05
2622,추락,2.1275036e-05
2623,거임,2.1275036e-05
2624,도망,2.127503e-05
2625,실형,2.1275011e-05
2626,어른,2.1274998e-05
2627,사장,2.1274958e-05
2628,민중,2.1274951e-05
2629,기분,2.1274935e-05
2630,시정,2.1274922e-05
2631,차차,2.1274913e-05
2632,승리,2.1274893e-05
2633,자신,2.1274886e-05
2634,넌,2.127486e-05
2635,파,2.1274842e-05
2636,아래,2.127481e-05
2637,폐쇄,2.1274802e-05
2638,사이코패스,2.1274796e-05
2639,인사,2.1274782e-05
2640,조직,2.1274776e-05
2641,봄,2.1274756e-05
2642,재갈,2.1274755e-05
2643,막론,2.127475e-05
2644,통제,2.127474e-05
2645,일부,2.1274733e-05
2646,피의자,2.1274733e-05
2647,사망,2.1274729e-05
2648,바이든,2.1274727e-05
2649,목적,2.127471e-05
2650,돌,2.127468e-05
2651,뭘,2.1274662e-05
2652,무기,2.1274642e-05
2653,촛불,2.1274634e-05
2654,유행,2.1274622e-05
2655,증,2.1274622e-05
2656,행정,2.127462e-05
2657,방법,2.1274616e-05
2658,운영,2.1274604e-05
2659,무슨,2.12746e-05
2660,편이,2.1274593e-05
2661,무서움,2.127458e-05
2662,윤석렬,2.1274578e-05
2663,징역,2.1274574e-05
2664,걱정,2.1274573e-05
2665,신상,2.1274567e-05
2666,터,2.1274558e-05
2667,소방관,2.1274544e-05
2668,살기,2.1274542e-05
2669,지령,2.1274536e-05
2670,족속,2.1274533e-05
2671,매일,2.127452e-05
2672,아무,2.1274505e-05
2673,원래,2.127448e-05
2674,탄압,2.1274478e-05
2675,동네,2.1274476e-05
2676,두,2.1274465e-05
2677,체제,2.1274458e-05
2678,증폭,2.1274449e-05
2679,아예,2.1274445e-05
2680,공화국,2.1274434e-05
2681,어디,2.1274423e-05
2682,사유,2.127441e-05
2683,가가,2.1274402e-05
2684,심판,2.1274396e-05
2685,산다,2.1274382e-05
2686,정치권,2.127438e-05
2687,부탁,2.1274378e-05
2688,결코,2.1274378e-05
2689,웃음,2.1274374e-05
2690,용산,2.1274362e-05
2691,설,2.1274356e-05
2692,일기장,2.1274345e-05
2693,시설,2.127434e-05
2694,탄핵,2.1274327e-05
2695,일부러,2.127432e-05
2696,기소,2.1274307e-05
2697,구,2.1274307e-05
2698,신안,2.1274303e-05
2699,행동,2.12743e-05
2700,해임,2.127429e-05
2701,전두환,2.1274289e-05
2702,혼란,2.1274287e-05
2703,뼈,2.1274278e-05
2704,아치,2.1274276e-05
2705,진,2.127427e-05
2706,장관,2.1274267e-05
2707,완장,2.1274254e-05
2708,게임,2.1274253e-05
2709,날,2.127425e-05
2710,비응,2.1274236e-05
2711,편,2.1274229e-05
2712,어그,2.1274222e-05
2713,방송사고,2.1274222e-05
2714,원룸,2.1274203e-05
2715,본인,2.1274202e-05
2716,딸,2.1274194e-05
2717,구석,2.1274178e-05
2718,욕,2.1274176e-05
2719,다,2.1274172e-05
2720,죄질,2.1274169e-05
2721,대법,2.1274167e-05
2722,최선,2.1274152e-05
2723,마치,2.127415e-05
2724,댓글,2.1274136e-05
2725,안보,2.1274132e-05
2726,조금,2.1274132e-05
2727,판,2.1274122e-05
2728,강간,2.1274122e-05
2729,한남,2.127412e-05
2730,참사,2.1274118e-05
2731,북조선,2.1274105e-05
2732,대가,2.1274105e-05
2733,서로,2.1274094e-05
2734,늘,2.1274094e-05
2735,동관,2.1274092e-05
2736,대구,2.1274092e-05
2737,은하,2.127409e-05
2738,평양,2.1274089e-05
2739,장악,2.1274085e-05
2740,존재,2.1274074e-05
2741,난,2.1274072e-05
2742,똑바로,2.1274069e-05
2743,롤스로이스,2.1274054e-05
2744,일이,2.127405e-05
2745,밤낮,2.1274047e-05
2746,공개처형,2.1274043e-05
2747,빵,2.1274042e-05
2748,아마,2.127404e-05
2749,뇌,2.1274038e-05
2750,모조리,2.1274034e-05
2751,관리,2.1274027e-05
2752,을해,2.1274025e-05
2753,예상,2.1274014e-05
2754,범죄인,2.1274014e-05
2755,절제,2.127401e-05
2756,다실,2.1274003e-05
2757,불안,2.1273996e-05
2758,라그,2.1273989e-05
2759,거부,2.1273981e-05
2760,절실,2.1273981e-05
2761,와중,2.127398e-05
2762,간다,2.1273958e-05
2763,된거,2.1273958e-05
2764,모두,2.1273954e-05
2765,소비,2.1273949e-05
2766,소유,2.1273934e-05
2767,해도,2.1273923e-05
2768,오늘,2.1273921e-05
2769,가지,2.1273916e-05
2770,차고,2.1273916e-05
2771,넷플릭스,2.1273905e-05
2772,세대,2.1273901e-05
2773,강사,2.1273898e-05
2774,개검,2.1273894e-05
2775,난리,2.1273892e-05
2776,옥살이,2.1273885e-05
2777,오송,2.1273874e-05
2778,부재,2.1273872e-05
2779,대통령실,2.1273867e-05
2780,굿,2.127385e-05
2781,박,2.1273847e-05
2782,짤,2.1273841e-05
2783,석렬,2.1273841e-05
2784,작품,2.1273832e-05
2785,예전,2.1273827e-05
2786,발본색원,2.1273816e-05
2787,감시,2.1273812e-05
2788,기록,2.1273807e-05
2789,양심,2.1273807e-05
2790,볼,2.1273803e-05
2791,기술자,2.1273796e-05
2792,강제,2.1273785e-05
2793,인터넷,2.1273783e-05
2794,하루,2.1273783e-05
2795,필리핀,2.1273765e-05
2796,여론,2.1273765e-05
2797,개그,2.127376e-05
2798,개월,2.1273752e-05
2799,수두,2.1273745e-05
2800,눈물,2.1273743e-05
2801,친일,2.1273743e-05
2802,윤정,2.1273743e-05
2803,주어,2.127373e-05
2804,입법,2.127373e-05
2805,전,2.1273725e-05
2806,침수,2.1273723e-05
2807,성장,2.127372e-05
2808,개도,2.1273718e-05
2809,처럼,2.1273718e-05
2810,증가,2.1273718e-05
2811,인,2.1273714e-05
2812,상태,2.127371e-05
2813,흠,2.1273709e-05
2814,의사,2.1273701e-05
2815,안전,2.1273701e-05
2816,사태,2.1273698e-05
2817,선생님,2.1273698e-05
2818,즉시,2.1273692e-05
2819,구가,2.127369e-05
2820,세이,2.1273687e-05
2821,머,2.1273685e-05
2822,거기,2.1273685e-05
2823,자도,2.1273683e-05
2824,존나,2.127368e-05
2825,엉덩이,2.1273678e-05
2826,알보,2.1273676e-05
2827,살인마,2.1273676e-05
2828,무죄,2.1273676e-05
2829,무엇,2.1273676e-05
2830,시절,2.1273663e-05
2831,공부,2.1273661e-05
2832,모,2.1273658e-05
2833,용서,2.1273645e-05
2834,성추행,2.1273643e-05
2835,단체,2.1273629e-05
2836,행,2.1273627e-05
2837,유튜버,2.1273623e-05
2838,의미,2.1273623e-05
2839,노인,2.1273618e-05
2840,결과물,2.127361e-05
2841,말로,2.1273609e-05
2842,증거,2.1273607e-05
2843,정당방위,2.1273603e-05
2844,변호,2.1273594e-05
2845,팔,2.1273592e-05
2846,화면,2.127359e-05
2847,고발,2.1273585e-05
2848,그대로,2.127358e-05
2849,제지,2.1273578e-05
2850,라인,2.1273572e-05
2851,차원,2.1273572e-05
2852,고의,2.1273565e-05
2853,개한민국,2.1273565e-05
2854,복지,2.1273561e-05
2855,엉터리,2.1273558e-05
2856,방해,2.1273558e-05
2857,역대,2.1273556e-05
2858,공산,2.1273556e-05
2859,테,2.1273552e-05
2860,재,2.127355e-05
2861,차라리,2.127355e-05
2862,방치,2.127355e-05
2863,감빵,2.1273549e-05
2864,구분,2.1273547e-05
2865,무법,2.1273545e-05
2866,률,2.1273545e-05
2867,개돼지,2.1273543e-05
2868,정의,2.127354e-05
2869,대림동,2.1273538e-05
2870,줌,2.1273532e-05
2871,옛날,2.127353e-05
2872,경찰특공대,2.1273527e-05
2873,용,2.1273523e-05
2874,보기,2.127352e-05
2875,짓거리,2.1273518e-05
2876,오히려,2.1273516e-05
2877,차선,2.1273514e-05
2878,흐지부지,2.1273514e-05
2879,끝,2.1273512e-05
2880,하늘,2.1273509e-05
2881,학원,2.1273507e-05
2882,사형수,2.1273505e-05
2883,충격,2.1273505e-05
2884,원,2.12735e-05
2885,시민단체,2.1273498e-05
2886,홍준표,2.127349e-05
2887,이면,2.127348e-05
2888,재발,2.1273478e-05
2889,노,2.1273472e-05
2890,싱가폴,2.127347e-05
2891,시범,2.1273469e-05
2892,학생,2.1273465e-05
2893,엄중,2.1273461e-05
2894,길,2.127346e-05
2895,큰일,2.1273458e-05
2896,아버지,2.1273456e-05
2897,국적,2.1273454e-05
2898,여,2.1273454e-05
2899,야당,2.1273452e-05
2900,일도,2.127345e-05
2901,명예,2.1273449e-05
2902,광복절,2.1273447e-05
2903,가야,2.1273443e-05
2904,인구,2.1273443e-05
2905,폭행,2.1273441e-05
2906,무시,2.1273441e-05
2907,뻔,2.127344e-05
2908,대상,2.127344e-05
2909,교화,2.1273438e-05
2910,참나,2.1273432e-05
2911,갑자기,2.127343e-05
2912,영,2.1273429e-05
2913,팔이,2.1273427e-05
2914,어찌,2.1273425e-05
2915,청년,2.1273425e-05
2916,속,2.1273423e-05
2917,바보,2.1273416e-05
2918,강력범죄,2.1273416e-05
2919,과거,2.1273414e-05
2920,이성,2.1273412e-05
2921,바닥,2.1273408e-05
2922,실,2.1273407e-05
2923,떼,2.1273407e-05
2924,사탕,2.12734e-05
2925,탕,2.127339e-05
2926,너,2.1273388e-05
2927,형님,2.1273387e-05
2928,넥슨,2.1273385e-05
2929,오빠,2.127338e-05
2930,총,2.127338e-05
2931,맘,2.1273374e-05
2932,경찰관,2.1273372e-05
2933,미리,2.127336e-05
2934,건강,2.127336e-05
2935,순간,2.1273358e-05
2936,한마디,2.1273356e-05
2937,공원,2.1273352e-05
2938,신문,2.1273352e-05
2939,미만,2.127335e-05
2940,천국,2.127335e-05
2941,항상,2.1273348e-05
2942,고생,2.1273347e-05
2943,키,2.1273338e-05
2944,역할,2.1273336e-05
2945,부,2.1273336e-05
2946,악의,2.127333e-05
2947,왜곡,2.1273327e-05
2948,전쟁,2.1273325e-05
2949,일단,2.1273323e-05
2950,신경,2.1273321e-05
2951,추종자,2.1273318e-05
2952,천벌,2.1273318e-05
2953,안중,2.1273316e-05
2954,법무부,2.1273316e-05
2955,지지,2.1273314e-05
2956,약,2.1273314e-05
2957,비,2.127331e-05
2958,분위기,2.127331e-05
2959,교무,2.1273308e-05
2960,던,2.1273305e-05
2961,빼,2.1273305e-05
2962,이해,2.1273303e-05
2963,모가지,2.1273298e-05
2964,이후,2.1273287e-05
2965,집회,2.1273287e-05
2966,팩트,2.127328e-05
2967,장모,2.127328e-05
2968,가위,2.1273276e-05
2969,집합소,2.1273276e-05
2970,파라솔,2.1273272e-05
2971,사진,2.127327e-05
2972,평가,2.1273268e-05
2973,부모님,2.1273265e-05
2974,관,2.1273265e-05
2975,이상자,2.127326e-05
2976,자주,2.1273258e-05
2977,법대,2.1273258e-05
2978,아오지,2.1273258e-05
2979,논란,2.1273248e-05
2980,배상,2.1273245e-05
2981,찬성,2.1273245e-05
2982,선물,2.1273241e-05
2983,조례,2.1273241e-05
2984,수단,2.1273238e-05
2985,현상,2.1273234e-05
2986,데모,2.1273232e-05
2987,선택,2.127323e-05
2988,김,2.1273228e-05
2989,굳이,2.1273228e-05
2990,콩밥,2.1273225e-05
2991,맛,2.1273221e-05
2992,일관,2.1273221e-05
2993,죄값,2.1273221e-05
2994,그게,2.1273217e-05
2995,갈등,2.1273217e-05
2996,디시인사이드,2.1273216e-05
2997,기부,2.1273216e-05
2998,짐승,2.1273214e-05
2999,폐기물,2.1273208e-05
3000,귀,2.1273208e-05
3001,예비,2.1273205e-05
3002,불만,2.1273203e-05
3003,절차,2.1273203e-05
3004,기,2.1273201e-05
3005,법안,2.1273196e-05
3006,쫌,2.127319e-05
3007,유저,2.1273183e-05
3008,열,2.127318e-05
3009,아파트,2.1273177e-05
3010,총살,2.1273172e-05
3011,외면,2.1273172e-05
3012,유투버,2.1273168e-05
3013,조로,2.1273167e-05
3014,위아래,2.1273161e-05
3015,사퇴,2.1273161e-05
3016,생기,2.127316e-05
3017,응,2.127316e-05
3018,전자발찌,2.1273157e-05
3019,쉬,2.1273154e-05
3020,문화,2.1273147e-05
3021,철좀,2.1273141e-05
3022,연령,2.1273137e-05
3023,특검,2.1273136e-05
3024,마리,2.1273136e-05
3025,너희,2.1273134e-05
3026,응원,2.1273132e-05
3027,법치,2.1273128e-05
3028,행위,2.1273125e-05
3029,감각,2.1273121e-05
3030,손해배상,2.1273121e-05
3031,공무,2.1273121e-05
3032,시행,2.127312e-05
3033,불가능,2.1273117e-05
3034,종점,2.1273112e-05
3035,의심,2.1273108e-05
3036,석방,2.1273108e-05
3037,고려,2.1273105e-05
3038,체크,2.1273103e-05
3039,전후,2.1273097e-05
3040,혀,2.1273097e-05
3041,예방,2.1273096e-05
3042,조차,2.1273094e-05
3043,직업,2.1273094e-05
3044,벌써,2.1273094e-05
3045,낼,2.1273094e-05
3046,비리,2.1273092e-05
3047,전복,2.1273088e-05
3048,엄마,2.1273087e-05
3049,방식,2.1273083e-05
3050,법좀,2.127308e-05
3051,상담,2.127308e-05
3052,업무,2.1273074e-05
3053,능력,2.1273074e-05
3054,시험,2.127307e-05
3055,식이,2.1273067e-05
3056,이지,2.1273061e-05
3057,박탈,2.1273054e-05
3058,조사해,2.1273054e-05
3059,형사,2.127305e-05
3060,다만,2.127305e-05
3061,속수,2.1273045e-05
3062,제목,2.1273043e-05
3063,타인,2.1273043e-05
3064,부터,2.1273041e-05
3065,자살,2.1273041e-05
3066,입장,2.1273037e-05
3067,사면,2.1273037e-05
3068,매국노,2.1273032e-05
3069,레이,2.1273032e-05
3070,운전,2.1273032e-05
3071,술수,2.127303e-05
3072,추종,2.1273028e-05
3073,음,2.1273023e-05
3074,모자라,2.127302e-05
3075,싸이코패스,2.1273017e-05
3076,란,2.1273016e-05
3077,철,2.1273016e-05
3078,야기,2.1273014e-05
3079,오,2.1273012e-05
3080,헬,2.1273008e-05
3081,정당,2.1273006e-05
3082,오토바이,2.1273003e-05
3083,말세,2.1273003e-05
3084,처분,2.1273001e-05
3085,짐,2.1273001e-05
3086,성년,2.1273001e-05
3087,주자,2.1273001e-05
3088,경우,2.1273e-05
3089,합,2.1272997e-05
3090,엔씨,2.1272996e-05
3091,좌편향,2.1272994e-05
3092,아내,2.1272994e-05
3093,광화문,2.1272992e-05
3094,차,2.1272992e-05
3095,자살율,2.127299e-05
3096,삼십,2.127299e-05
3097,제한,2.127299e-05
3098,듯이,2.1272988e-05
3099,좌,2.1272988e-05
3100,이전,2.1272988e-05
3101,성적,2.1272986e-05
3102,유튜브,2.1272983e-05
3103,끼리,2.1272983e-05
3104,끌,2.1272983e-05
3105,무고,2.1272981e-05
3106,절,2.1272981e-05
3107,이야기,2.1272981e-05
3108,스마트폰,2.1272977e-05
3109,의식,2.1272977e-05
3110,체벌,2.1272976e-05
3111,신용,2.1272974e-05
3112,가면,2.1272974e-05
3113,주의자,2.1272974e-05
3114,조장,2.127297e-05
3115,박정희,2.1272968e-05
3116,쌤통,2.1272966e-05
3117,연관,2.1272966e-05
3118,처형,2.1272966e-05
3119,녀석,2.1272966e-05
3120,특별,2.1272965e-05
3121,봉,2.1272961e-05
3122,위원,2.127296e-05
3123,호,2.1272956e-05
3124,기합,2.1272956e-05
3125,취업,2.1272954e-05
3126,조성,2.1272954e-05
3127,보존,2.1272952e-05
3128,최근,2.1272952e-05
3129,활개,2.127295e-05
3130,거의,2.1272948e-05
3131,앰앱,2.1272946e-05
3132,시장,2.1272946e-05
3133,분명,2.1272941e-05
3134,당신,2.1272937e-05
3135,양반,2.1272937e-05
3136,극우,2.1272937e-05
3137,몽,2.1272936e-05
3138,인증,2.1272936e-05
3139,집중,2.1272936e-05
3140,잡,2.1272936e-05
3141,크게,2.1272936e-05
3142,단,2.1272934e-05
3143,위원회,2.1272934e-05
3144,탄광,2.1272934e-05
3145,곤장,2.1272932e-05
3146,모방,2.1272928e-05
3147,구치소,2.1272928e-05
3148,무덤,2.1272925e-05
3149,정답,2.1272925e-05
3150,윤거,2.1272923e-05
3151,윤씨,2.1272921e-05
3152,원인,2.1272921e-05
3153,표,2.1272916e-05
3154,죄인,2.1272916e-05
3155,강남,2.1272912e-05
3156,난동,2.1272912e-05
3157,아청,2.1272912e-05
3158,어이,2.1272912e-05
3159,시기,2.127291e-05
3160,가의,2.1272908e-05
3161,윤썩렬,2.1272906e-05
3162,결단,2.1272906e-05
3163,개토,2.1272906e-05
3164,싹수,2.1272906e-05
3165,로남불,2.1272901e-05
3166,사기,2.1272897e-05
3167,작정,2.1272896e-05
3168,보지,2.1272894e-05
3169,댓,2.1272892e-05
3170,책,2.1272892e-05
3171,과학,2.1272892e-05
3172,거울,2.1272892e-05
3173,바궈야함,2.127289e-05
3174,환의,2.127289e-05
3175,룬두,2.127289e-05
3176,귀환,2.127289e-05
3177,라이트,2.127289e-05
3178,땡전뉴스,2.127289e-05
3179,개혁,2.127289e-05
3180,지역구,2.127289e-05
3181,민주,2.1272888e-05
3182,배틀로얄,2.1272886e-05
3183,구형,2.1272886e-05
3184,일반인,2.1272885e-05
3185,추천,2.1272885e-05
3186,통해,2.1272883e-05
3187,실추,2.1272881e-05
3188,전화,2.1272881e-05
